Claim_ID,Claim_Date,Customer_ID,Customer_Segment,Customer_Age,Customer_Gender,Region,Product_Type,Claim_Amount,Claim_Status,Payout_Amount,Rejection_Reason,Processing_Time_Days
CLM11643,2024-01-23,CUST10826,Individual,54,Male,South,Travel,4360.2,Approved,3081.47,,10.0
CLM16808,2024-04-19,CUST10307,Corporate,36,Female,North,Health,3098.23,Approved,2839.58,,2.0
CLM11698,2025-12-05,CUST11341,Individual,26,Female,South,Auto,12192.05,Approved,10313.29,,11.0
CLM16265,2024-04-19,CUST11123,Individual,34,Female,West,Life,67184.82,Approved,61669.24,,43.0
CLM13867,2025-07-20,CUST10231,SME,78,Female,North,Home,31524.9,Approved,22915.82,,14.0
CLM17951,2025-07-21,CUST13302,Individual,52,Unknown,Central,Health,3904.34,Approved,2763.89,,5.0
CLM11678,2025-07-26,CUST12553,Individual,39,Male,East,Life,73507.96,Approved,56379.05,,15.0
CLM12725,2025-01-12,CUST10232,Individual,73,Unknown,Central,Auto,8115.23,Approved,7886.51,,21.0
CLM13827,2025-07-08,CUST11932,Individual,39,Female,East,Home,31458.33,Under Review,0.0,,
CLM10847,2025-06-04,CUST12289,Corporate,27,Male,North,Home,38836.34,Rejected,0.0,Late Claim Filing,15.0
CLM10516,2024-04-06,CUST13770,Individual,74,Male,East,Health,5860.37,Under Review,0.0,,
CLM11317,2024-12-27,CUST11037,Corporate,44,Male,East,Auto,11202.91,Rejected,0.0,Policy Exclusion,2.0
CLM16586,2024-12-14,CUST12702,Corporate,52,Unknown,Central,Auto,18887.94,Under Review,0.0,,
CLM13995,2024-01-10,CUST13718,Corporate,75,Male,North,Auto,1401.36,Approved,1011.93,,15.0
CLM11676,2025-07-25,CUST12365,Individual,22,Male,South,Home,4089.62,Approved,4073.99,,27.0
CLM16755,2024-06-19,CUST13960,SME,70,Unknown,North,Travel,470.8,Under Review,0.0,,
CLM12876,2024-06-10,CUST11827,Individual,78,Male,South,Life,16766.17,Under Review,0.0,,
CLM12007,2024-01-12,CUST10749,Individual,49,Female,South,Life,40748.63,Approved,29502.67,,25.0
CLM17210,2024-05-13,CUST12420,Individual,61,Male,East,Health,1901.84,Rejected,0.0,Insufficient Documentation,1.0
CLM15036,2025-12-22,CUST12846,Individual,75,Male,Unknown,Auto,22541.42,Rejected,0.0,Suspected Fraud,2.0
CLM11992,2025-03-04,CUST12761,Individual,21,Male,Central,Travel,856.35,Approved,753.87,,6.0
CLM14891,2024-02-05,CUST11366,Individual,39,Female,Central,Travel,4041.34,Rejected,0.0,Suspected Fraud,14.0
CLM14120,2024-10-12,CUST12410,Individual,67,Female,West,Travel,4192.34,Approved,3905.45,,37.0
CLM11082,2024-05-01,CUST10102,Corporate,22,Female,West,Auto,21286.31,Approved,19677.0,,3.0
CLM15998,2025-03-31,CUST11307,Individual,34,Female,East,Health,4345.99,Rejected,0.0,Insufficient Documentation,9.0
CLM15224,2025-08-27,CUST11498,Corporate,74,Male,West,Home,8698.38,Approved,6292.19,,25.0
CLM17786,2024-12-21,CUST10268,Corporate,46,Female,Central,Home,1046.29,Approved,963.54,,11.0
CLM14931,2025-05-08,CUST13196,SME,33,Male,East,Health,721.01,Approved,703.13,,2.0
CLM10160,2024-11-15,CUST10816,SME,20,Female,East,Home,47553.36,Approved,37654.39,,38.0
CLM18032,2024-04-02,CUST13075,Individual,32,Male,South,Travel,4079.38,Approved,3176.19,,24.0
CLM15120,2025-02-24,CUST10317,SME,37,Male,Central,Health,1833.23,Approved,1433.75,,20.0
CLM11560,2024-04-28,CUST13728,Corporate,63,Male,Central,Home,28925.53,Rejected,0.0,Suspected Fraud,7.0
CLM16758,2024-05-23,CUST13477,SME,37,Male,West,Auto,4935.28,Rejected,0.0,Lack of Coverage,8.0
CLM10788,2024-03-19,CUST13264,Corporate,65,Male,South,Home,3310.3,Under Review,0.0,,
CLM10225,2025-09-30,CUST11694,Individual,57,Male,West,Life,42874.09,Approved,32580.26,,15.0
CLM13876,2024-10-02,CUST11519,Individual,31,Male,East,Health,3669.76,Under Review,0.0,,
CLM14240,2025-04-26,CUST11007,Individual,26,Female,North,Home,32192.43,Under Review,0.0,,
CLM10997,2024-09-05,CUST11848,SME,75,Unknown,East,Life,84062.63,Approved,66619.77,,45.0
CLM10462,2024-06-20,CUST13576,Individual,52,Male,Central,Health,7194.01,Rejected,0.0,Lack of Coverage,7.0
CLM16136,2024-12-14,CUST13188,Individual,50,Male,East,Health,10811.5,Approved,10309.6,,42.0
CLM16237,2024-09-14,CUST13440,Corporate,66,Male,North,Home,28119.95,Approved,21964.64,,34.0
CLM17252,2024-08-31,CUST11903,SME,39,Female,Central,Auto,2662.08,Approved,2385.97,,43.0
CLM13933,2024-08-25,CUST13140,SME,60,Female,West,Auto,10385.17,Approved,8794.1,,34.0
CLM10894,2024-09-12,CUST12003,Individual,39,Female,North,Auto,24251.5,Rejected,0.0,Policy Exclusion,6.0
CLM16372,2025-03-26,CUST12076,Corporate,77,Male,West,Home,38619.84,Rejected,0.0,Lack of Coverage,13.0
CLM10485,2024-08-09,CUST10128,SME,61,Female,Central,Travel,3826.83,Approved,3177.12,,40.0
CLM14969,2024-07-31,CUST10333,SME,55,Female,North,Travel,3930.71,Approved,3629.95,,29.0
CLM16996,2025-03-31,CUST10091,Corporate,36,Male,East,Home,18675.09,Approved,15564.95,,14.0
CLM17351,2025-05-06,CUST12557,Individual,51,Male,Central,Health,2826.83,Approved,2808.85,,18.0
CLM16669,2025-12-11,CUST11111,Individual,75,Female,South,Travel,3345.39,Under Review,0.0,,
CLM15857,2025-01-10,CUST10436,Individual,69,Male,Central,Home,22954.05,Rejected,0.0,Policy Exclusion,41.0
CLM17513,2024-08-02,CUST12433,Individual,74,Female,South,Auto,18697.56,Under Review,0.0,,
CLM17127,2025-05-06,CUST10299,Individual,39,Male,East,Home,13912.94,Rejected,0.0,Suspected Fraud,19.0
CLM17476,2024-06-21,CUST12165,SME,48,Male,South,Home,48069.12,Approved,44597.07,,34.0
CLM17788,2024-11-26,CUST12154,SME,21,Male,North,Auto,1733.52,Approved,1402.32,,30.0
CLM18120,2024-05-08,CUST11460,Individual,65,Unknown,West,Health,9425.03,Approved,8605.95,,30.0
CLM18029,2025-09-16,CUST12856,SME,71,Female,South,Life,55744.78,Approved,48677.94,,16.0
CLM11923,2025-02-27,CUST12876,Individual,25,Male,Central,Home,35381.58,Approved,31229.85,,36.0
CLM15191,2025-01-11,CUST11192,SME,20,Male,West,Auto,15421.16,Rejected,0.0,Insufficient Documentation,24.0
CLM15744,2024-04-01,CUST12506,Corporate,43,Female,North,Travel,3486.78,Rejected,0.0,Lack of Coverage,45.0
CLM13882,2025-09-02,CUST12705,Individual,49,Female,North,Auto,17335.28,Approved,14222.66,,6.0
CLM10789,2025-05-16,CUST12794,SME,68,Male,South,Travel,3680.53,Approved,3171.4,,36.0
CLM18366,2025-05-21,CUST13124,Individual,84,Female,West,Home,45466.12,Approved,42037.79,,32.0
CLM10738,2025-08-18,CUST13595,Individual,79,Male,East,Travel,4130.43,Rejected,0.0,Lack of Coverage,6.0
CLM16107,2025-07-19,CUST12829,Individual,67,Female,Central,Travel,1258.87,Under Review,0.0,,
CLM15113,2024-04-24,CUST11216,SME,66,Male,West,Home,6733.63,Approved,6732.0,,12.0
CLM16210,2024-08-31,CUST12783,Individual,33,Female,South,Auto,15098.86,Rejected,0.0,Lack of Coverage,20.0
CLM11412,2025-10-15,CUST13192,Corporate,73,Female,West,Auto,17182.92,Approved,14387.65,,42.0
CLM11788,2025-05-10,CUST11731,Individual,68,Female,North,Life,68155.03,Approved,53891.69,,16.0
CLM17387,2025-02-19,CUST10225,SME,54,Male,West,Health,13383.12,Approved,12021.28,,2.0
CLM10002,2024-12-29,CUST12708,SME,66,Female,East,Health,11641.41,Approved,10412.2,,44.0
CLM13769,2025-08-06,CUST11386,Individual,50,Male,East,Health,4159.15,Approved,3225.06,,23.0
CLM16521,2025-11-18,CUST13143,Individual,41,Female,North,Auto,22129.19,Approved,16778.14,,15.0
CLM12224,2025-10-05,CUST12699,Individual,64,Male,Central,Health,7167.23,Approved,5469.68,,35.0
CLM12253,2024-08-14,CUST10561,Individual,29,Female,East,Auto,21857.96,Approved,16777.87,,32.0
CLM10487,2025-03-26,CUST12700,SME,59,Female,North,Home,39338.89,Approved,33204.48,,23.0
CLM12500,2024-03-26,CUST10750,SME,47,Male,Central,Travel,1504.32,Approved,1317.35,,24.0
CLM14827,2025-12-12,CUST12494,SME,54,Male,East,Auto,1647.44,Under Review,0.0,,
CLM16769,2025-07-18,CUST10418,Corporate,33,Male,Central,Home,24020.55,Approved,18707.63,,2.0
CLM12652,2024-04-26,CUST11869,Individual,76,Male,West,Health,12995.21,Approved,11578.68,,21.0
CLM12979,2025-11-03,CUST12754,Individual,61,Male,South,Health,13998.85,Rejected,0.0,Insufficient Documentation,9.0
CLM10463,2024-05-31,CUST11879,Individual,79,Female,North,Auto,20779.86,Under Review,0.0,,
CLM14410,2024-11-25,CUST11347,Individual,22,Other,East,Auto,14919.64,Approved,10971.6,,25.0
CLM13753,2024-04-27,CUST12848,Individual,22,Male,North,Home,46769.14,Approved,41720.49,,28.0
CLM14131,2024-03-10,CUST11504,SME,55,Male,East,Health,7915.84,Approved,6387.99,,6.0
CLM17303,2024-11-29,CUST10726,SME,36,Male,East,Home,13063.91,Under Review,0.0,,
CLM15407,2024-03-24,CUST13028,Individual,70,Female,North,Home,2798.36,Approved,2485.71,,36.0
CLM18272,2025-03-23,CUST11694,Individual,77,Male,East,Life,34906.78,Rejected,0.0,Lack of Coverage,18.0
CLM13521,2024-10-14,CUST10901,Individual,58,Male,South,Home,19137.98,Approved,17086.38,,32.0
CLM14818,2024-02-12,CUST10522,Individual,83,Male,North,Health,2586.72,Approved,2377.04,,45.0
CLM12435,2024-06-08,CUST11383,Individual,65,Male,East,Life,14697.75,Approved,10885.0,,14.0
CLM16916,2024-12-17,CUST11461,Individual,20,Female,North,Life,36962.24,Approved,27967.07,,3.0
CLM14584,2025-02-27,CUST13023,SME,79,Female,West,Health,7799.08,Approved,5551.34,,6.0
CLM12216,2025-12-21,CUST11233,Corporate,26,Female,South,Home,15952.91,Rejected,0.0,Suspected Fraud,35.0
CLM12745,2025-02-03,CUST10696,Corporate,75,Male,East,Travel,2755.84,Rejected,0.0,Suspected Fraud,19.0
CLM12206,2024-01-12,CUST12750,Individual,52,Male,North,Home,30303.52,Approved,27194.58,,5.0
CLM14311,2025-12-26,CUST13293,Individual,44,Female,North,Travel,2698.04,Rejected,0.0,Late Claim Filing,27.0
CLM13510,2024-05-01,CUST13388,Individual,69,Female,East,Life,59497.81,Approved,51221.98,,36.0
CLM13179,2025-07-18,CUST11966,Corporate,45,Female,Central,Life,42281.77,Approved,30007.41,,38.0
CLM15199,2025-12-22,CUST13702,Corporate,59,Male,South,Home,34514.86,Approved,30754.65,,15.0
CLM17083,2024-02-10,CUST12080,Individual,37,Male,Central,Auto,10347.76,Approved,9261.87,,42.0
CLM11875,2025-01-19,CUST12391,Individual,37,Male,North,Home,22955.6,Approved,18902.57,,13.0
CLM10417,2025-01-12,CUST13798,SME,44,Male,Central,Health,4202.44,Under Review,0.0,,
CLM14434,2024-03-28,CUST10779,Individual,73,Unknown,Central,Auto,18186.67,Approved,16266.86,,43.0
CLM17988,2025-03-06,CUST11838,Individual,61,Male,North,Life,34932.78,Rejected,0.0,Suspected Fraud,8.0
CLM12394,2025-07-05,CUST11798,SME,40,Male,West,Travel,1890.0,Rejected,0.0,Late Claim Filing,40.0
CLM11856,2024-03-28,CUST10000,Individual,72,Male,East,Life,16961.1,Approved,14633.11,,22.0
CLM11366,2025-10-27,CUST10745,Individual,65,Male,South,Travel,1176.4,Rejected,0.0,Suspected Fraud,29.0
CLM17617,2025-04-17,CUST11286,SME,35,Male,East,Auto,13650.85,Approved,13393.06,,11.0
CLM10792,2024-09-03,CUST10270,Individual,19,Female,East,Life,64249.07,Approved,53773.13,,35.0
CLM12558,2025-07-29,CUST13421,Individual,81,Male,South,Auto,11907.86,Approved,11498.31,,43.0
CLM11386,2024-11-14,CUST13872,Individual,32,Female,South,Home,37392.03,Approved,30979.66,,16.0
CLM11706,2025-04-14,CUST12979,SME,53,Female,West,Life,28153.47,Approved,26657.51,,24.0
CLM13460,2024-12-30,CUST13141,Corporate,51,Male,East,Travel,384.66,Approved,383.71,,42.0
CLM14689,2024-03-23,CUST13844,Individual,23,Female,East,Health,4862.68,Approved,4639.02,,33.0
CLM10613,2024-07-07,CUST10571,SME,73,Female,Central,Home,19691.41,Approved,14669.51,,31.0
CLM12146,2024-12-14,CUST10553,Individual,55,Male,West,Health,550.33,Approved,402.87,,44.0
CLM12183,2025-07-11,CUST11972,Corporate,81,Female,West,Travel,979.56,Approved,753.84,,25.0
CLM13153,2024-05-22,CUST12289,SME,36,Female,West,Auto,9850.74,Approved,7793.21,,14.0
CLM16487,2024-01-02,CUST10371,Individual,83,Male,Central,Home,41233.46,Approved,31600.29,,17.0
CLM14966,2024-05-11,CUST12607,Individual,30,Female,North,Home,7010.32,Rejected,0.0,Late Claim Filing,45.0
CLM14090,2025-10-14,CUST10737,Individual,31,Female,North,Home,27044.6,Approved,21246.9,,16.0
CLM13442,2025-06-22,CUST10653,SME,52,Male,Central,Life,68789.37,Approved,62092.33,,42.0
CLM17644,2024-02-07,CUST10512,Individual,34,Unknown,Central,Health,1443.58,Rejected,0.0,Policy Exclusion,15.0
CLM13311,2024-08-16,CUST12508,Corporate,29,Male,East,Home,47208.07,Approved,36716.43,,7.0
CLM15955,2025-08-31,CUST10414,Individual,26,Female,Central,Travel,4712.7,Approved,3450.5,,9.0
CLM16883,2025-06-30,CUST13204,SME,24,Female,North,Travel,2064.78,Rejected,0.0,Policy Exclusion,6.0
CLM14618,2024-05-06,CUST10078,Individual,25,Female,West,Auto,15358.99,Approved,10932.6,,37.0
CLM18303,2025-11-26,CUST11473,SME,39,Unknown,South,Travel,372.28,Rejected,0.0,Insufficient Documentation,15.0
CLM14526,2025-07-25,CUST13218,SME,45,Female,North,Travel,4913.8,Approved,4773.54,,10.0
CLM17592,2025-03-14,CUST10433,Individual,85,Male,West,Health,9354.31,Approved,8903.87,,24.0
CLM12071,2024-05-11,CUST12997,Individual,55,Male,East,Auto,18462.48,Rejected,0.0,Lack of Coverage,31.0
CLM16040,2024-01-16,CUST12463,Individual,23,Male,East,Life,79153.98,Approved,68413.86,,8.0
CLM10120,2025-10-09,CUST11135,Individual,49,Female,Central,Health,10581.11,Approved,7646.49,,29.0
CLM10196,2025-10-17,CUST10327,Individual,84,Other,South,Travel,236.89,Approved,231.97,,43.0
CLM16690,2025-12-17,CUST11326,Individual,31,Male,Unknown,Home,42205.59,Approved,30128.43,,4.0
CLM18132,2024-07-13,CUST11653,Individual,52,Male,South,Auto,4393.8,Rejected,0.0,Insufficient Documentation,3.0
CLM11323,2025-12-22,CUST13160,SME,58,Male,West,Auto,2630.02,Approved,1872.87,,26.0
CLM10060,2025-05-02,CUST12076,Individual,75,Female,Central,Life,51644.05,Under Review,0.0,,
CLM17042,2024-01-26,CUST13884,Individual,50,Female,West,Home,13858.86,Approved,13088.63,,19.0
CLM11235,2025-03-18,CUST10436,Individual,57,Female,South,Health,9258.96,Rejected,0.0,Lack of Coverage,15.0
CLM10408,2024-05-23,CUST10926,Individual,52,Male,South,Life,45582.29,Approved,43990.23,,23.0
CLM12199,2025-06-07,CUST11153,Individual,81,Male,East,Home,35297.04,Approved,31379.55,,31.0
CLM17854,2024-11-13,CUST13134,Corporate,27,Female,East,Health,7420.33,Approved,6551.91,,7.0
CLM16245,2025-06-06,CUST11922,Individual,24,Male,Central,Life,33398.82,Under Review,0.0,,
CLM12197,2025-07-12,CUST13454,Individual,51,Female,North,Home,21228.68,Rejected,0.0,Suspected Fraud,45.0
CLM17300,2025-06-21,CUST11569,SME,21,Male,West,Auto,20754.03,Under Review,0.0,,
CLM14224,2024-04-19,CUST12440,Corporate,40,Female,South,Auto,20011.4,Approved,15220.77,,18.0
CLM14662,2025-02-18,CUST11055,Individual,49,Female,North,Home,36190.73,Approved,34539.59,,41.0
CLM17123,2025-11-09,CUST10934,Individual,56,Female,West,Auto,21992.25,Approved,17449.17,,3.0
CLM15787,2025-09-13,CUST10553,Individual,52,Male,East,Life,94405.82,Approved,87799.21,,38.0
CLM10697,2025-07-16,CUST13719,Corporate,28,Female,East,Auto,12956.19,Approved,10975.87,,28.0
CLM13117,2024-08-25,CUST12129,Individual,54,Male,West,Home,28319.02,Approved,21250.17,,9.0
CLM17391,2024-09-01,CUST10982,SME,53,Male,West,Home,5960.14,Approved,5898.83,,2.0
CLM10865,2024-02-17,CUST10320,Corporate,80,Male,South,Health,13671.48,Approved,13452.25,,5.0
CLM14327,2024-10-25,CUST10792,SME,31,Male,South,Home,19158.04,Approved,18628.25,,31.0
CLM10589,2024-04-16,CUST12634,Individual,72,Male,West,Health,4381.91,Approved,3469.46,,25.0
CLM12630,2024-10-15,CUST13159,Individual,40,Female,West,Travel,4620.34,Rejected,0.0,Insufficient Documentation,39.0
CLM16401,2025-03-02,CUST12518,SME,22,Female,North,Home,42535.44,Approved,31198.75,,15.0
CLM12872,2025-02-28,CUST12157,Individual,55,Female,South,Health,14988.72,Approved,14788.98,,4.0
CLM10702,2025-02-05,CUST10069,SME,34,Male,North,Travel,3904.14,Approved,3804.86,,36.0
CLM15321,2024-05-21,CUST11458,Corporate,79,Other,South,Auto,2454.37,Rejected,0.0,Policy Exclusion,9.0
CLM13409,2024-10-24,CUST12446,Individual,80,Unknown,East,Travel,3701.62,Approved,2764.16,,11.0
CLM17693,2024-06-14,CUST10693,Individual,46,Female,North,Home,20601.07,Approved,19105.47,,25.0
CLM13522,2025-08-29,CUST10799,Individual,55,Male,Central,Home,21052.64,Approved,16636.24,,14.0
CLM10602,2025-08-20,CUST13492,SME,45,Male,East,Auto,8175.7,Approved,7448.72,,22.0
CLM16449,2025-06-20,CUST13123,Individual,60,Male,West,Life,30536.29,Approved,25903.87,,32.0
CLM14652,2025-01-10,CUST11247,Individual,79,Male,East,Home,14282.06,Under Review,0.0,,
CLM13984,2025-02-21,CUST13696,SME,32,Other,North,Health,14661.38,Approved,12508.55,,18.0
CLM14384,2024-09-09,CUST10913,SME,77,Male,East,Travel,357.77,Rejected,0.0,Lack of Coverage,36.0
CLM10680,2025-12-29,CUST11392,SME,56,Male,South,Life,98317.92,Approved,86605.5,,34.0
CLM13370,2025-03-17,CUST12553,Individual,30,Female,West,Auto,23930.7,Approved,20088.56,,43.0
CLM14787,2024-10-16,CUST11361,Individual,38,Other,East,Auto,16744.78,Approved,15977.48,,8.0
CLM14180,2024-08-20,CUST13340,Corporate,79,Female,West,Home,9085.33,Approved,7804.29,,5.0
CLM13615,2025-01-22,CUST10201,SME,34,Female,North,Travel,786.54,Rejected,0.0,Late Claim Filing,3.0
CLM15706,2024-01-23,CUST10035,SME,27,Female,West,Life,16440.87,Approved,12350.59,,39.0
CLM10945,2024-06-07,CUST13114,Individual,21,Female,West,Auto,18018.94,Approved,17365.48,,39.0
CLM17368,2025-09-14,CUST13986,Corporate,60,Female,South,Life,43517.97,Approved,38961.87,,36.0
CLM11375,2025-04-19,CUST11211,SME,35,Male,East,Home,8297.95,Approved,6160.8,,36.0
CLM12021,2024-10-24,CUST13772,Individual,72,Male,West,Health,4408.74,Approved,3747.13,,19.0
CLM16432,2025-08-21,CUST11199,Individual,40,Female,West,Auto,5650.08,Approved,4444.73,,35.0
CLM18128,2025-10-24,CUST10932,Corporate,75,Male,South,Life,44476.46,Approved,36148.18,,29.0
CLM17215,2025-09-03,CUST11242,Individual,49,Female,East,Life,97753.42,Rejected,0.0,Insufficient Documentation,23.0
CLM17509,2025-05-02,CUST11653,Corporate,34,Male,West,Health,14661.1,Rejected,0.0,Lack of Coverage,43.0
CLM16730,2024-06-22,CUST10939,Individual,44,Male,South,Life,40785.19,Approved,31958.83,,8.0
CLM11431,2024-04-14,CUST13645,Individual,23,Female,West,Travel,3854.96,Rejected,0.0,Insufficient Documentation,36.0
CLM10566,2024-06-14,CUST13828,SME,41,Unknown,South,Auto,18824.43,Approved,15909.53,,31.0
CLM15940,2024-03-18,CUST11098,Individual,67,Female,Central,Travel,54.28,Rejected,0.0,Policy Exclusion,9.0
CLM11216,2024-12-05,CUST12693,SME,84,Female,West,Life,54408.2,Rejected,0.0,Insufficient Documentation,38.0
CLM10937,2024-05-13,CUST10750,Individual,67,Female,South,Life,50775.69,Approved,48937.42,,40.0
CLM11069,2025-08-25,CUST10688,Individual,70,Male,East,Home,37304.12,Approved,30862.61,,26.0
CLM11868,2025-01-03,CUST10543,SME,36,Female,East,Home,12930.0,Approved,10552.99,,2.0
CLM14782,2024-11-30,CUST10506,Individual,55,Female,North,Travel,3959.12,Approved,3401.11,,1.0
CLM16858,2024-12-01,CUST13367,Individual,62,Female,West,Auto,15915.64,Approved,15835.11,,41.0
CLM16909,2024-09-10,CUST12704,Corporate,67,Male,South,Auto,23643.77,Rejected,0.0,Late Claim Filing,40.0
CLM12490,2024-01-14,CUST12384,Individual,28,Female,East,Health,8325.28,Approved,7156.96,,20.0
CLM10327,2024-05-14,CUST11179,Individual,61,Female,West,Health,7144.76,Rejected,0.0,Suspected Fraud,25.0
CLM18000,2025-12-29,CUST10340,Individual,53,Female,West,Travel,104.29,Approved,81.98,,20.0
CLM18399,2024-06-17,CUST10357,Individual,67,Other,North,Travel,965.57,Under Review,0.0,,
CLM10148,2025-04-04,CUST10965,Individual,84,Female,North,Life,36896.69,Under Review,0.0,,
CLM11744,2024-07-22,CUST12625,Corporate,62,Male,Central,Home,43951.93,Under Review,0.0,,
CLM17740,2024-08-06,CUST12117,Individual,84,Male,North,Life,24617.65,Rejected,0.0,Late Claim Filing,38.0
CLM13324,2025-05-12,CUST12641,Individual,74,Unknown,South,Travel,3644.48,Under Review,0.0,,
CLM11014,2025-11-25,CUST12433,SME,38,Male,West,Life,12911.37,Approved,10445.4,,18.0
CLM11004,2024-02-04,CUST11753,Individual,69,Female,Central,Travel,4714.93,Under Review,0.0,,
CLM10682,2025-07-08,CUST10213,SME,79,Unknown,West,Health,1217.46,Approved,1179.12,,36.0
CLM14568,2024-05-16,CUST13029,Individual,52,Female,East,Health,1486.77,Approved,1241.93,,6.0
CLM14903,2025-04-27,CUST10415,Individual,48,Female,East,Travel,54.05,Approved,52.68,,14.0
CLM12849,2025-08-14,CUST11249,Individual,82,Female,East,Life,51945.57,Approved,36476.9,,12.0
CLM10848,2025-08-02,CUST11304,SME,65,Other,North,Home,28865.17,Rejected,0.0,Suspected Fraud,22.0
CLM17511,2025-06-27,CUST13458,Individual,81,Female,North,Travel,3283.87,Approved,2918.62,,16.0
CLM13927,2025-06-08,CUST10626,Individual,84,Female,North,Auto,19362.18,Approved,14221.86,,31.0
CLM15441,2024-06-07,CUST11384,Corporate,71,Male,West,Auto,6090.16,Rejected,0.0,Insufficient Documentation,25.0
CLM15282,2025-02-06,CUST11103,Individual,58,Male,Unknown,Life,72354.29,Approved,61990.94,,3.0
CLM16605,2025-08-08,CUST12173,Individual,52,Female,Central,Auto,14659.85,Approved,13981.37,,11.0
CLM17806,2025-05-05,CUST13409,SME,26,Male,East,Auto,14199.4,Rejected,0.0,Late Claim Filing,4.0
CLM12040,2025-05-03,CUST13155,SME,37,Male,Central,Auto,12869.81,Approved,12808.37,,14.0
CLM11355,2025-11-09,CUST11126,SME,71,Male,West,Travel,91.15,Approved,71.91,,22.0
CLM11894,2024-12-12,CUST11667,SME,50,Female,West,Home,9631.04,Approved,9384.12,,44.0
CLM14604,2025-09-27,CUST10947,Individual,33,Female,Central,Health,11125.59,Approved,9837.93,,18.0
CLM10946,2025-01-10,CUST10928,Individual,18,Male,Central,Auto,11461.51,Approved,8131.29,,33.0
CLM17699,2025-08-14,CUST13606,Corporate,37,Female,North,Travel,878.8,Approved,831.82,,16.0
CLM16190,2025-06-30,CUST12866,Corporate,81,Other,West,Life,56760.83,Approved,49532.78,,24.0
CLM11803,2024-11-15,CUST10404,Individual,51,Male,Central,Life,97372.41,Under Review,0.0,,
CLM10477,2025-05-27,CUST11671,Individual,85,Female,West,Travel,2755.58,Approved,2634.41,,36.0
CLM17419,2024-09-16,CUST12679,Individual,85,Male,West,Home,48034.65,Approved,45969.52,,5.0
CLM12819,2024-11-28,CUST13757,Individual,84,Female,North,Life,93763.82,Approved,87818.07,,24.0
CLM10357,2024-07-18,CUST11639,Individual,52,Female,West,Health,12426.05,Under Review,0.0,,
CLM17246,2025-07-20,CUST13697,Individual,40,Female,South,Life,55934.91,Approved,49229.01,,7.0
CLM10107,2024-01-13,CUST10767,Individual,63,Female,West,Life,50395.93,Approved,46235.9,,6.0
CLM18105,2025-07-20,CUST11662,Individual,57,Male,North,Auto,1692.87,Approved,1632.29,,44.0
CLM15802,2025-01-06,CUST12725,Individual,40,Female,East,Home,42391.26,Under Review,0.0,,
CLM14760,2024-04-20,CUST11109,Individual,20,Female,South,Health,4025.64,Approved,3364.27,,4.0
CLM11836,2024-11-02,CUST12796,SME,76,Male,East,Home,38603.77,Under Review,0.0,,
CLM17375,2024-05-17,CUST12800,Individual,78,Male,South,Auto,21440.58,Rejected,0.0,Policy Exclusion,10.0
CLM14601,2025-09-24,CUST13545,Individual,23,Female,East,Health,14247.3,Approved,10825.73,,21.0
CLM11021,2024-03-13,CUST13537,SME,63,Male,North,Health,11414.99,Approved,8222.85,,1.0
CLM17550,2025-01-29,CUST12836,Individual,38,Female,Central,Travel,2684.1,Approved,2089.75,,28.0
CLM12111,2024-10-31,CUST11847,Individual,43,Male,West,Auto,11152.23,Approved,9145.66,,13.0
CLM13997,2025-06-19,CUST11241,SME,64,Male,Central,Life,11091.88,Rejected,0.0,Late Claim Filing,32.0
CLM10170,2024-05-23,CUST12698,Individual,84,Male,West,Health,232.51,Rejected,0.0,Policy Exclusion,27.0
CLM16123,2024-05-21,CUST13141,SME,43,Other,East,Home,38228.19,Approved,34600.41,,21.0
CLM13593,2024-12-08,CUST12180,Individual,57,Female,Central,Home,30750.94,Approved,27203.55,,33.0
CLM15103,2025-11-21,CUST10447,Individual,76,Male,East,Health,6098.05,Under Review,0.0,,
CLM11870,2024-02-09,CUST10023,Individual,71,Unknown,West,Home,22099.17,Approved,17093.55,,44.0
CLM12065,2024-01-06,CUST11415,SME,34,Female,North,Auto,12964.79,Approved,11243.92,,5.0
CLM13764,2025-09-26,CUST12704,Individual,44,Female,North,Life,51092.53,Under Review,0.0,,
CLM18246,2024-07-28,CUST13066,Corporate,82,Male,East,Auto,5369.95,Approved,3825.66,,8.0
CLM17468,2025-02-25,CUST10234,Individual,40,Male,East,Travel,4226.8,Approved,3416.88,,26.0
CLM14938,2025-07-08,CUST11629,Corporate,28,Female,North,Life,29123.64,Approved,26060.17,,20.0
CLM15521,2025-09-07,CUST11095,SME,44,Female,East,Travel,1003.08,Approved,917.53,,13.0
CLM11059,2025-08-28,CUST11964,Individual,44,Female,South,Life,72914.54,Under Review,0.0,,
CLM17933,2024-10-01,CUST10104,Corporate,50,Female,Central,Travel,1583.95,Under Review,0.0,,
CLM13673,2024-01-02,CUST12861,Individual,59,Female,South,Travel,1343.29,Approved,996.21,,37.0
CLM12099,2025-03-20,CUST13516,SME,50,Male,North,Life,28808.06,Approved,23940.1,,21.0
CLM15417,2025-05-27,CUST10617,SME,45,Male,West,Health,5551.73,Approved,3948.71,,44.0
CLM12492,2024-08-05,CUST13557,SME,61,Male,West,Home,5080.89,Approved,3989.39,,21.0
CLM13740,2025-04-05,CUST13742,Individual,47,Male,West,Auto,13540.03,Rejected,0.0,Late Claim Filing,8.0
